FileName,Label,ImageData
7069-101.jpg,Cracked,"[[[152 157 160]
  [151 156 159]
  [150 155 158]
  ...
  [161 169 172]
  [161 169 172]
  [164 172 175]]

 [[157 162 165]
  [155 160 163]
  [153 158 161]
  ...
  [162 170 173]
  [161 169 172]
  [160 168 171]]

 [[156 161 164]
  [155 160 163]
  [153 158 161]
  ...
  [162 170 173]
  [161 169 172]
  [158 166 169]]

 ...

 [[153 164 166]
  [157 168 170]
  [168 179 181]
  ...
  [184 192 195]
  [185 193 196]
  [187 195 198]]

 [[158 169 171]
  [157 168 170]
  [166 177 179]
  ...
  [184 192 195]
  [186 194 197]
  [188 196 199]]

 [[166 177 179]
  [160 171 173]
  [166 177 179]
  ...
  [184 192 195]
  [185 193 196]
  [187 195 198]]]"
7069-104.jpg,Cracked,"[[[160 171 177]
  [158 169 175]
  [158 169 175]
  ...
  [171 182 188]
  [164 175 181]
  [158 169 175]]

 [[147 158 164]
  [144 155 161]
  [145 156 162]
  ...
  [169 180 186]
  [164 175 181]
  [159 170 176]]

 [[138 149 155]
  [135 146 152]
  [135 146 152]
  ...
  [165 176 182]
  [162 173 179]
  [159 170 176]]

 ...

 [[181 188 196]
  [182 189 197]
  [181 188 196]
  ...
  [165 173 176]
  [164 172 175]
  [163 171 174]]

 [[184 191 199]
  [180 187 195]
  [179 186 194]
  ...
  [162 170 173]
  [160 168 171]
  [159 167 170]]

 [[187 194 202]
  [178 185 193]
  [177 184 192]
  ...
  [159 167 170]
  [156 164 167]
  [154 162 165]]]"
7069-105.jpg,Cracked,"[[[159 172 178]
  [159 172 178]
  [158 171 177]
  ...
  [173 186 194]
  [172 185 193]
  [173 186 194]]

 [[160 173 179]
  [158 171 177]
  [155 168 174]
  ...
  [171 184 192]
  [171 184 192]
  [174 187 195]]

 [[159 172 178]
  [157 170 176]
  [153 166 172]
  ...
  [167 180 188]
  [168 181 189]
  [173 186 194]]

 ...

 [[162 169 177]
  [162 169 177]
  [163 170 178]
  ...
  [179 187 190]
  [174 182 185]
  [167 175 178]]

 [[157 164 172]
  [157 164 172]
  [158 165 173]
  ...
  [175 183 186]
  [172 180 183]
  [166 174 177]]

 [[153 160 168]
  [153 160 168]
  [154 161 169]
  ...
  [173 181 184]
  [172 180 183]
  [167 175 178]]]"
7069-108.jpg,Cracked,"[[[163 170 178]
  [163 170 178]
  [163 170 178]
  ...
  [157 171 180]
  [156 170 179]
  [156 170 179]]

 [[161 168 176]
  [161 168 176]
  [162 169 177]
  ...
  [157 171 180]
  [156 170 179]
  [156 170 179]]

 [[162 169 177]
  [162 169 177]
  [163 170 178]
  ...
  [157 171 180]
  [157 171 180]
  [156 170 179]]

 ...

 [[165 178 184]
  [162 175 181]
  [161 174 180]
  ...
  [145 156 162]
  [139 150 156]
  [133 144 150]]

 [[167 180 186]
  [163 176 182]
  [162 175 181]
  ...
  [146 157 163]
  [140 151 157]
  [134 145 151]]

 [[170 183 189]
  [167 180 186]
  [166 179 185]
  ...
  [147 158 164]
  [141 152 158]
  [134 145 151]]]"
7069-118.jpg,Cracked,"[[[172 180 183]
  [177 185 188]
  [178 186 189]
  ...
  [170 181 183]
  [170 181 183]
  [160 171 173]]

 [[170 178 181]
  [175 183 186]
  [178 186 189]
  ...
  [164 175 177]
  [169 180 182]
  [166 177 179]]

 [[166 174 177]
  [172 180 183]
  [176 184 187]
  ...
  [150 161 163]
  [157 168 170]
  [158 169 171]]

 ...

 [[166 173 181]
  [169 176 184]
  [177 184 192]
  ...
  [183 194 200]
  [184 195 201]
  [185 196 202]]

 [[175 182 190]
  [176 183 191]
  [181 188 196]
  ...
  [184 195 201]
  [185 196 202]
  [186 197 203]]

 [[187 194 202]
  [184 191 199]
  [182 189 197]
  ...
  [183 194 200]
  [185 196 202]
  [187 198 204]]]"
7069-119.jpg,Cracked,"[[[163 174 176]
  [167 178 180]
  [175 186 188]
  ...
  [184 192 195]
  [183 191 194]
  [183 191 194]]

 [[161 172 174]
  [164 175 177]
  [171 182 184]
  ...
  [184 192 195]
  [183 191 194]
  [183 191 194]]

 [[163 174 176]
  [164 175 177]
  [169 180 182]
  ...
  [184 192 195]
  [183 191 194]
  [183 191 194]]

 ...

 [[186 197 203]
  [184 195 201]
  [182 193 199]
  ...
  [182 190 193]
  [181 189 192]
  [180 188 191]]

 [[186 197 203]
  [184 195 201]
  [182 193 199]
  ...
  [181 189 192]
  [180 188 191]
  [178 186 189]]

 [[185 196 202]
  [183 194 200]
  [181 192 198]
  ...
  [180 188 191]
  [178 186 189]
  [176 184 187]]]"
7069-12.jpg,Cracked,"[[[174 182 185]
  [176 184 187]
  [177 185 188]
  ...
  [167 174 182]
  [166 173 181]
  [164 171 179]]

 [[173 181 184]
  [175 183 186]
  [176 184 187]
  ...
  [167 174 182]
  [165 172 180]
  [163 170 178]]

 [[171 179 182]
  [173 181 184]
  [175 183 186]
  ...
  [167 174 182]
  [165 172 180]
  [163 170 178]]

 ...

 [[183 190 198]
  [182 189 197]
  [179 186 194]
  ...
  [177 184 192]
  [177 184 192]
  [176 183 191]]

 [[184 191 199]
  [182 189 197]
  [180 187 195]
  ...
  [176 183 191]
  [177 184 192]
  [179 186 194]]

 [[185 192 200]
  [183 190 198]
  [180 187 195]
  ...
  [176 183 191]
  [179 186 194]
  [182 189 197]]]"
7069-120.jpg,Cracked,"[[[184 192 195]
  [183 191 194]
  [183 191 194]
  ...
  [171 179 182]
  [173 181 184]
  [175 183 186]]

 [[184 192 195]
  [183 191 194]
  [182 190 193]
  ...
  [173 181 184]
  [174 182 185]
  [176 184 187]]

 [[184 192 195]
  [183 191 194]
  [181 189 192]
  ...
  [175 183 186]
  [176 184 187]
  [177 185 188]]

 ...

 [[179 187 190]
  [178 186 189]
  [176 184 187]
  ...
  [172 183 189]
  [173 184 190]
  [173 184 190]]

 [[177 185 188]
  [176 184 187]
  [177 185 188]
  ...
  [172 183 189]
  [173 184 190]
  [174 185 191]]

 [[175 183 186]
  [175 183 186]
  [177 185 188]
  ...
  [173 184 190]
  [173 184 190]
  [174 185 191]]]"
7069-121.jpg,Cracked,"[[[172 180 183]
  [177 185 188]
  [183 191 194]
  ...
  [182 189 197]
  [182 189 197]
  [183 190 198]]

 [[176 184 187]
  [180 188 191]
  [183 191 194]
  ...
  [185 192 200]
  [185 192 200]
  [186 193 201]]

 [[181 189 192]
  [182 190 193]
  [182 190 193]
  ...
  [185 192 200]
  [186 193 201]
  [186 193 201]]

 ...

 [[177 188 190]
  [176 187 189]
  [177 188 190]
  ...
  [175 186 192]
  [175 186 192]
  [175 186 192]]

 [[178 189 191]
  [177 188 190]
  [178 189 191]
  ...
  [173 184 190]
  [174 185 191]
  [175 186 192]]

 [[173 184 186]
  [172 183 185]
  [173 184 186]
  ...
  [174 185 191]
  [177 188 194]
  [178 189 195]]]"
7069-122.jpg,Cracked,"[[[183 190 198]
  [184 191 199]
  [185 192 200]
  ...
  [155 166 172]
  [151 162 168]
  [149 160 166]]

 [[183 190 198]
  [184 191 199]
  [185 192 200]
  ...
  [160 171 177]
  [153 164 170]
  [149 160 166]]

 [[183 190 198]
  [184 191 199]
  [185 192 200]
  ...
  [163 174 180]
  [155 166 172]
  [150 161 167]]

 ...

 [[170 181 187]
  [168 179 185]
  [170 181 187]
  ...
  [176 183 191]
  [178 185 193]
  [178 185 193]]

 [[175 186 192]
  [173 184 190]
  [173 184 190]
  ...
  [175 182 190]
  [178 185 193]
  [179 186 194]]

 [[179 190 196]
  [176 187 193]
  [176 187 193]
  ...
  [175 182 190]
  [178 185 193]
  [179 186 194]]]"
